applicant_id,model,method,rank,feature_index,feature_name,is_categorical,attribution_value,abs_attribution,original_prob,perturbed_prob_pos,perturbed_prob_neg,delta_pos,delta_neg,max_abs_delta,local_sensitivity_S_k,pass_materiality,pass_direction,pass_rank,rank_status,is_verified,display_decision,abstention_status
7,GradientBoosting,SHAP,2,0,income,False,3.215051113496004,3.215051113496004,0.015018671877836766,0.015018671877836766,0.015018671877836766,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
7,GradientBoosting,SHAP,3,2,debt_to_income,False,-2.795625177434589,2.795625177434589,0.015018671877836766,0.0075090692167494415,0.00843100725025285,-0.007509602661087324,-0.006587664627583915,0.007509602661087324,-0.004995891435753156,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
8,GradientBoosting,SHAP,1,2,debt_to_income,False,-2.588142217603266,2.588142217603266,0.016557487649180386,0.016557487649180386,0.022927520649300745,0.0,0.006370033000120359,0.006370033000120359,-0.03451858167715847,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
8,GradientBoosting,SHAP,2,1,credit_score,False,-2.3496353757346347,2.3496353757346347,0.016557487649180386,0.03637489502576697,0.004064004698726088,0.019817407376586584,-0.012493482950454299,0.019817407376586584,0.18310651232915312,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
8,GradientBoosting,SHAP,3,4,employment_years,False,1.070549217684358,1.070549217684358,0.016557487649180386,0.03477931990066309,0.009196115510994035,0.018221832251482703,-0.007361372138186351,0.018221832251482703,0.16383928285683125,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
9,GradientBoosting,SHAP,1,1,credit_score,False,-3.2898138978193003,3.2898138978193003,0.016406400293602574,0.019138310690711178,0.006884688695036672,0.0027319103971086035,-0.009521711598565902,0.009521711598565902,0.0694415401221549,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
9,GradientBoosting,SHAP,2,0,income,False,-2.7034297291064053,2.7034297291064053,0.016406400293602574,0.016406400293602574,0.01651701985466554,0.0,0.00011061956106296622,0.00011061956106296622,-0.0007710268703339684,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
9,GradientBoosting,SHAP,3,2,debt_to_income,False,2.211575386155878,2.211575386155878,0.016406400293602574,0.012302820587223802,0.016406400293602574,-0.004103579706378773,0.0,0.004103579706378773,-0.02223689441808063,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
10,GradientBoosting,SHAP,1,0,income,False,-2.724192339835254,2.724192339835254,0.008461394114661772,0.01789458939518837,0.008461394114661772,0.009433195280526599,0.0,0.009433195280526599,0.06575009848623017,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
10,GradientBoosting,SHAP,2,1,credit_score,False,-2.2536700011303767,2.2536700011303767,0.008461394114661772,0.008461394114661772,0.009625628145303374,0.0,0.0011642340306416022,0.0011642340306416022,-0.006597739360567464,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
10,GradientBoosting,SHAP,3,6,age,False,0.9061395216201219,0.9061395216201219,0.008461394114661772,0.008461394114661772,0.008461394114661772,0.0,0.0,0.0,0.0,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
11,GradientBoosting,SHAP,1,2,debt_to_income,False,3.852673502740567,3.852673502740567,0.962664537571914,0.9592617511647789,0.9613585055132974,-0.0034027864071350944,-0.0013060320586165686,0.0034027864071350944,-0.011362105382327922,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
11,GradientBoosting,SHAP,2,0,income,False,-2.8741510543909228,2.8741510543909228,0.962664537571914,0.962664537571914,0.962664537571914,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
11,GradientBoosting,SHAP,3,1,credit_score,False,2.286906532770557,2.286906532770557,0.962664537571914,0.9927700760264064,0.8863270083560253,0.030105538454492486,-0.07633752921588866,0.07633752921588866,0.6032151601352829,True,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
12,GradientBoosting,SHAP,1,2,debt_to_income,False,-6.105958870175944,6.105958870175944,0.0021962705435755155,0.0021962705435755155,0.0021962705435755155,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
12,GradientBoosting,SHAP,2,1,credit_score,False,1.5851487851213673,1.5851487851213673,0.0021962705435755155,0.004290011461231999,0.0014841927730493596,0.002093740917656483,-0.0007120777705261559,0.002093740917656483,0.015900635018748322,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
12,GradientBoosting,SHAP,3,0,income,False,-1.5048928127296213,1.5048928127296213,0.0021962705435755155,0.0021962705435755155,0.0021962705435755155,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
13,GradientBoosting,SHAP,1,0,income,False,4.049049276886938,4.049049276886938,0.9971174988128916,0.9976800165116299,0.9964742097020612,0.0005625176987382741,-0.0006432891108303362,0.0006432891108303362,0.008404566440829287,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
13,GradientBoosting,SHAP,2,2,debt_to_income,False,3.4699452178551016,3.4699452178551016,0.9971174988128916,0.995118334776214,0.9971174988128916,-0.0019991640366775476,0.0,0.0019991640366775476,-0.010833273090545666,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
13,GradientBoosting,SHAP,3,1,credit_score,False,-1.5646541572633748,1.5646541572633748,0.9971174988128916,0.9971174988128916,0.9971396400630648,0.0,2.2141250173191018e-05,2.2141250173191018e-05,-0.00012547494224965117,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
14,GradientBoosting,SHAP,1,2,debt_to_income,False,2.9548932100211798,2.9548932100211798,0.030200294758822896,0.030200294758822896,0.040031587169113265,0.0,0.00983129241029037,0.00983129241029037,-0.05327480564860882,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
14,GradientBoosting,SHAP,2,0,income,False,-2.6096167279403706,2.6096167279403706,0.030200294758822896,0.029161076409150385,0.024841790831856173,-0.0010392183496725112,-0.005358503926966723,0.005358503926966723,0.030105753528023464,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
14,GradientBoosting,SHAP,3,1,credit_score,False,-1.8175733904662414,1.8175733904662414,0.030200294758822896,0.030200294758822896,0.008408784952270947,0.0,-0.02179150980655195,0.02179150980655195,0.12349295604909125,True,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
15,GradientBoosting,SHAP,1,1,credit_score,False,-3.220376431298487,3.220376431298487,0.00037113227936465243,0.00037113227936465243,0.00036804233727137577,0.0,-3.0899420932766646e-06,3.0899420932766646e-06,1.7510768483077863e-05,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
15,GradientBoosting,SHAP,2,0,income,False,-2.6634379615298482,2.6634379615298482,0.00037113227936465243,0.0004555791978577817,0.00037113227936465243,8.444691849312928e-05,0.0,8.444691849312928e-05,0.000588601533485051,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
15,GradientBoosting,SHAP,3,4,employment_years,False,-1.0261814146207016,1.0261814146207016,0.00037113227936465243,0.0003668823471161022,0.0008165784179852713,-4.2499322485502265e-06,0.00044544613862061884,0.00044544613862061884,-0.0028799317174079977,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
16,GradientBoosting,SHAP,1,0,income,False,3.1497203187299254,3.1497203187299254,0.9989874351123337,0.9983932828637474,0.9993168401682668,-0.0005941522485862771,0.00032940505593315184,0.0005941522485862771,-0.006437265626758004,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
16,GradientBoosting,SHAP,2,2,debt_to_income,False,3.0485381838867975,3.0485381838867975,0.9989874351123337,0.9980191140797996,0.9989874351123337,-0.0009683210325340808,0.0,0.0009683210325340808,-0.005247236340943065,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
16,GradientBoosting,SHAP,3,1,credit_score,False,1.3532459795603076,1.3532459795603076,0.9989874351123337,0.9991495159356332,0.9988320499832346,0.00016208082329949303,-0.00015538512909907265,0.00016208082329949303,0.001799086398999827,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
17,GradientBoosting,SHAP,1,2,debt_to_income,False,-2.6410950660703363,2.6410950660703363,0.0006720827460743454,0.0006720827460743454,0.0006720827460743454,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
17,GradientBoosting,SHAP,2,1,credit_score,False,-2.5678925663516625,2.5678925663516625,0.0006720827460743454,0.0007028608602964986,0.0006720827460743454,3.077811422215319e-05,0.0,3.077811422215319e-05,0.0001744202370855222,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
17,GradientBoosting,SHAP,3,0,income,False,-1.9272004745729505,1.9272004745729505,0.0006720827460743454,0.0008099097055617763,0.0006720827460743454,0.00013782695948743088,0.0,0.00013782695948743088,0.0009606645352782673,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
18,GradientBoosting,SHAP,1,1,credit_score,False,-3.966174309604271,3.966174309604271,0.002573131780284601,0.00641312267362089,0.002573131780284601,0.003839990893336289,0.0,0.003839990893336289,0.021761311209244887,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
18,GradientBoosting,SHAP,2,0,income,False,-2.8732312348729363,2.8732312348729363,0.002573131780284601,0.002573131780284601,0.002573131780284601,0.0,0.0,0.0,0.0,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
18,GradientBoosting,SHAP,3,2,debt_to_income,False,1.693276942493652,1.693276942493652,0.002573131780284601,0.0025732447512831816,0.0025323310979696433,1.1297099858061446e-07,-4.08006823149577e-05,4.08006823149577e-05,0.00022170705922365468,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
19,GradientBoosting,SHAP,1,2,debt_to_income,False,-2.8735864102108506,2.8735864102108506,0.6435126434330168,0.6532494106075234,0.6435126434330168,0.009736767174506555,0.0,0.009736767174506555,0.05276258270221356,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
19,GradientBoosting,SHAP,2,0,income,False,2.6540785436852157,2.6540785436852157,0.6435126434330168,0.7735565759547027,0.4283961802893808,0.1300439325216859,-0.21511646314363603,0.21511646314363603,2.4057945726396746,True,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
19,GradientBoosting,SHAP,3,1,credit_score,False,2.4339333501810847,2.4339333501810847,0.6435126434330168,0.6005584515551687,0.4419179723500814,-0.0429541918778481,-0.20159467108293544,0.20159467108293544,0.8990190170389337,True,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
20,GradientBoosting,SHAP,1,0,income,False,3.4596681491581984,3.4596681491581984,0.9997280952922427,0.9997309310879191,0.9996927752852897,2.835795676392472e-06,-3.5320006953054595e-05,3.5320006953054595e-05,0.00026594888646970283,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
20,GradientBoosting,SHAP,2,2,debt_to_income,False,2.4886268708383446,2.4886268708383446,0.9997280952922427,0.9997303333258979,0.9997185572891448,2.238033655177496e-06,-9.538003097886438e-06,9.538003097886438e-06,6.381318377568489e-05,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
20,GradientBoosting,SHAP,3,1,credit_score,False,1.523498197884997,1.523498197884997,0.9997280952922427,0.9997225132415226,0.9996826343875415,-5.5820507200987635e-06,-4.546090470125552e-05,4.546090470125552e-05,0.00022599432557456007,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
21,GradientBoosting,SHAP,1,1,credit_score,False,-4.295842619785211,4.295842619785211,0.0035851177772599396,0.0035851177772599396,0.0035851177772599396,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
21,GradientBoosting,SHAP,2,0,income,False,-2.8549722507659974,2.8549722507659974,0.0035851177772599396,0.0035851177772599396,0.0035851177772599396,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
21,GradientBoosting,SHAP,3,2,debt_to_income,False,1.7446101045791416,1.7446101045791416,0.0035851177772599396,0.004754355226238497,0.0035851177772599396,0.001169237448978557,0.0,0.001169237448978557,0.0063359826207801655,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
22,GradientBoosting,SHAP,1,0,income,False,3.216727229410272,3.216727229410272,0.9849151703103509,0.9922700361515581,0.9898055691830542,0.007354865841207148,0.004890398872703261,0.007354865841207148,0.01717752480219469,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
22,GradientBoosting,SHAP,2,2,debt_to_income,False,2.338212157842279,2.338212157842279,0.9849151703103509,0.9788895786473777,0.9844437651559835,-0.006025591662973229,-0.00047140515436738806,0.006025591662973229,-0.03009758986238531,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
22,GradientBoosting,SHAP,3,4,employment_years,False,-0.8435921796999949,0.8435921796999949,0.9849151703103509,0.9861716824099966,0.9849151703103509,0.0012565120996457235,0.0,0.0012565120996457235,0.008046921651066474,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
23,GradientBoosting,SHAP,1,0,income,False,3.9588441322883106,3.9588441322883106,0.605650276658657,0.605650276658657,0.605650276658657,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
23,GradientBoosting,SHAP,2,1,credit_score,False,-2.748807707043878,2.748807707043878,0.605650276658657,0.6560806806242143,0.605650276658657,0.05043040396555731,0.0,0.05043040396555731,0.2857901869004047,True,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
23,GradientBoosting,SHAP,3,2,debt_to_income,False,-0.7037934844472572,0.7037934844472572,0.605650276658657,0.5160275871256845,0.8318700846594403,-0.08962268953297248,0.22621980800078334,0.22621980800078334,-1.7115193984129569,True,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
24,GradientBoosting,SHAP,1,0,income,False,2.8515276472123228,2.8515276472123228,0.9976116439149042,0.9983014191814638,0.9943428906176188,0.0006897752665595558,-0.003268753297285376,0.003268753297285376,0.02759124932679545,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
24,GradientBoosting,SHAP,2,1,credit_score,False,2.4640644780764345,2.4640644780764345,0.9976116439149042,0.9976116439149042,0.9976981945284971,0.0,8.655061359286176e-05,8.655061359286176e-05,-0.0004904841938593684,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
24,GradientBoosting,SHAP,3,2,debt_to_income,False,0.9876375539399209,0.9876375539399209,0.9976116439149042,0.997720868138185,0.9967176462611587,0.0001092242232807461,-0.0008939976537455374,0.0008939976537455374,0.00543636058114451,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
25,GradientBoosting,SHAP,1,1,credit_score,False,-3.774134017927473,3.774134017927473,0.0022710374422490994,0.002167098661151619,0.0022710374422490994,-0.00010393878109748057,0.0,0.00010393878109748057,-0.0005890233141169516,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
25,GradientBoosting,SHAP,2,2,debt_to_income,False,-2.376103940206484,2.376103940206484,0.0022710374422490994,0.005431753023301132,0.006168162978964078,0.0031607155810520326,0.0038971255367149784,0.0038971255367149784,-0.003990533047779151,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
25,GradientBoosting,SHAP,3,0,income,False,2.1125721964117976,2.1125721964117976,0.0022710374422490994,0.001522080452250097,0.0043147602556298185,-0.0007489569899990023,0.002043722813380719,0.002043722813380719,-0.019465193569328115,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
26,GradientBoosting,SHAP,1,1,credit_score,False,-3.798156490847183,3.798156490847183,0.0007166516257721148,0.001557149027788948,0.0006104420313833846,0.0008404974020168333,-0.0001062095943887302,0.0008404974020168333,0.0053650089661675575,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
26,GradientBoosting,SHAP,2,2,debt_to_income,False,-3.2146700983397123,3.2146700983397123,0.0007166516257721148,0.0007166516257721148,0.0007031497518243339,0.0,-1.3501873947780862e-05,1.3501873947780862e-05,7.316532561956362e-05,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
26,GradientBoosting,SHAP,3,0,income,False,1.7038946753208333,1.7038946753208333,0.0007166516257721148,0.0011500812842681401,0.0011165373648671611,0.0004334296584960253,0.00039988573909504634,0.0004334296584960253,0.0002338037047511876,False,True,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
27,GradientBoosting,SHAP,1,1,credit_score,False,-3.4112826514467756,3.4112826514467756,0.020809631076379235,0.029268311391711578,0.020118810514410113,0.008458680315332343,-0.0006908205619691223,0.008458680315332343,0.05185041879805822,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
27,GradientBoosting,SHAP,2,2,debt_to_income,False,2.708369117527052,2.708369117527052,0.020809631076379235,0.020809631076379235,0.0272411035983709,0.0,0.006431472521991666,0.006431472521991666,-0.034851516397258066,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
27,GradientBoosting,SHAP,3,0,income,False,-2.6467073455222323,2.6467073455222323,0.020809631076379235,0.02585313257451548,0.02113283633726717,0.005043501498136246,0.0003232052608879363,0.005043501498136246,0.03290082874929443,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,ABSTAIN
28,GradientBoosting,SHAP,1,0,income,False,4.196301305807565,4.196301305807565,0.14359812278591863,0.14359812278591863,0.14359812278591863,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
28,GradientBoosting,SHAP,2,1,credit_score,False,-3.869039747241407,3.869039747241407,0.14359812278591863,0.13792017032855008,0.14359812278591863,-0.005677952457368546,0.0,0.005677952457368546,-0.03217707903175303,False,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
28,GradientBoosting,SHAP,3,2,debt_to_income,False,-1.2369100467111664,1.2369100467111664,0.14359812278591863,0.06019501655903839,0.1598751801381765,-0.08340310622688024,0.016277057352257873,0.08340310622688024,-0.5401569925986232,True,True,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
29,GradientBoosting,SHAP,1,2,debt_to_income,False,-5.074383130420037,5.074383130420037,0.00041837766749192,0.00041837766749192,0.00041837766749192,0.0,0.0,0.0,0.0,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
29,GradientBoosting,SHAP,2,1,credit_score,False,-2.187376566191213,2.187376566191213,0.00041837766749192,0.0004193023527326112,0.0003659012528317016,9.246852406911955e-07,-5.247641466021841e-05,5.247641466021841e-05,0.0003026251848347549,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
29,GradientBoosting,SHAP,3,0,income,False,0.47566675543804104,0.47566675543804104,0.00041837766749192,0.0005730276247679231,0.0006405534029810964,0.00015464995727600307,0.00022217573548917636,0.00022217573548917636,-0.00047065988096746267,False,False,False,RANK_MISMATCH,False,SUPPRESS_UNVERIFIED,ABSTAIN
30,GradientBoosting,SHAP,1,1,credit_score,False,2.7770134950232164,2.7770134950232164,0.3177077434594293,0.4019014919427203,0.24973848412967753,0.08419374848329098,-0.06796925932975179,0.08419374848329098,0.862311046961225,True,True,True,VALID_RANK,True,DISPLAY_TRUSTED,PARTIALLY_VERIFIED
30,GradientBoosting,SHAP,2,0,income,False,-1.766846515457265,1.766846515457265,0.3177077434594293,0.33999232976461513,0.3177077434594293,0.022284586305185816,0.0,0.022284586305185816,0.15532528488152628,True,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,PARTIALLY_VERIFIED
30,GradientBoosting,SHAP,3,3,loan_amount,False,1.087359752268438,1.087359752268438,0.3177077434594293,0.3177077434594293,0.3177077434594293,0.0,0.0,0.0,0.0,False,False,True,VALID_RANK,False,SUPPRESS_UNVERIFIED,PARTIALLY_VERIFIED
