applicant_id,model,method,rank,feature_index,feature_name,attribution_value,abs_attribution,feature_value
16,LogisticRegression,LIME,5,7,status_checking_account_A11,0.12254330183377801,0.12254330183377801,0.0
17,LogisticRegression,LIME,1,17,purpose_A41,-0.16651686180368452,0.16651686180368452,0.0
17,LogisticRegression,LIME,2,23,purpose_A46,0.14419910140257286,0.14419910140257286,0.0
17,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13000463288236308,0.13000463288236308,0.0
17,LogisticRegression,LIME,4,15,credit_history_A34,-0.127344926743797,0.127344926743797,0.0
17,LogisticRegression,LIME,5,10,status_checking_account_A14,0.12142779483179504,0.12142779483179504,1.0
18,LogisticRegression,LIME,1,17,purpose_A41,-0.1714247508254679,0.1714247508254679,0.0
18,LogisticRegression,LIME,2,23,purpose_A46,0.14212700484457716,0.14212700484457716,0.0
18,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13169708056521914,0.13169708056521914,0.0
18,LogisticRegression,LIME,4,10,status_checking_account_A14,0.1263075989295721,0.1263075989295721,1.0
18,LogisticRegression,LIME,5,15,credit_history_A34,-0.12162503306099211,0.12162503306099211,0.0
19,LogisticRegression,LIME,1,17,purpose_A41,-0.16698338467987792,0.16698338467987792,0.0
19,LogisticRegression,LIME,2,23,purpose_A46,0.15382349999418457,0.15382349999418457,0.0
19,LogisticRegression,LIME,3,15,credit_history_A34,-0.13005223273212765,0.13005223273212765,0.0
19,LogisticRegression,LIME,4,10,status_checking_account_A14,0.12688823666314744,0.12688823666314744,1.0
19,LogisticRegression,LIME,5,7,status_checking_account_A11,0.12158690811777165,0.12158690811777165,0.0
20,LogisticRegression,LIME,1,17,purpose_A41,-0.16412308628497024,0.16412308628497024,0.0
20,LogisticRegression,LIME,2,23,purpose_A46,0.14387407976599756,0.14387407976599756,0.0
20,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.13141267611305332,0.13141267611305332,1.0
20,LogisticRegression,LIME,4,10,status_checking_account_A14,-0.1253854633192392,0.1253854633192392,0.0
20,LogisticRegression,LIME,5,15,credit_history_A34,0.12425998253788346,0.12425998253788346,1.0
21,LogisticRegression,LIME,1,17,purpose_A41,0.17037215296457683,0.17037215296457683,1.0
21,LogisticRegression,LIME,2,23,purpose_A46,0.13876692238739513,0.13876692238739513,0.0
21,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.12925517288854446,0.12925517288854446,1.0
21,LogisticRegression,LIME,4,15,credit_history_A34,-0.12723742917470196,0.12723742917470196,0.0
21,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12265202833689912,0.12265202833689912,0.0
22,LogisticRegression,LIME,1,17,purpose_A41,-0.1663113136786568,0.1663113136786568,0.0
22,LogisticRegression,LIME,2,23,purpose_A46,0.13544750704567762,0.13544750704567762,0.0
22,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13103851854960002,0.13103851854960002,0.0
22,LogisticRegression,LIME,4,15,credit_history_A34,-0.1249734168568575,0.1249734168568575,0.0
22,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12285729299753191,0.12285729299753191,0.0
23,LogisticRegression,LIME,1,17,purpose_A41,-0.1679501224711026,0.1679501224711026,0.0
23,LogisticRegression,LIME,2,23,purpose_A46,0.1401153926636903,0.1401153926636903,0.0
23,LogisticRegression,LIME,3,10,status_checking_account_A14,0.12376080105129557,0.12376080105129557,1.0
23,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12333414190701272,0.12333414190701272,0.0
23,LogisticRegression,LIME,5,15,credit_history_A34,-0.12300158748056515,0.12300158748056515,0.0
24,LogisticRegression,LIME,1,17,purpose_A41,-0.1732719471869648,0.1732719471869648,0.0
24,LogisticRegression,LIME,2,23,purpose_A46,0.13527913696920146,0.13527913696920146,0.0
24,LogisticRegression,LIME,3,7,status_checking_account_A11,0.12914357832058862,0.12914357832058862,0.0
24,LogisticRegression,LIME,4,15,credit_history_A34,-0.12578245815697078,0.12578245815697078,0.0
24,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12506745088528043,0.12506745088528043,0.0
25,LogisticRegression,LIME,1,17,purpose_A41,-0.1763385481139119,0.1763385481139119,0.0
25,LogisticRegression,LIME,2,1,credit_amount,-0.1355269208053923,0.1355269208053923,1.5082357036815233
25,LogisticRegression,LIME,3,23,purpose_A46,0.13429707442496638,0.13429707442496638,0.0
25,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12950292043954031,0.12950292043954031,0.0
25,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12923147164061616,0.12923147164061616,0.0
26,LogisticRegression,LIME,1,17,purpose_A41,-0.16535888351906775,0.16535888351906775,0.0
26,LogisticRegression,LIME,2,23,purpose_A46,0.1329976788749614,0.1329976788749614,0.0
26,LogisticRegression,LIME,3,7,status_checking_account_A11,0.1324554694734408,0.1324554694734408,0.0
26,LogisticRegression,LIME,4,1,credit_amount,-0.12983603742024055,0.12983603742024055,0.6911854059931317
26,LogisticRegression,LIME,5,10,status_checking_account_A14,0.12619983704322923,0.12619983704322923,1.0
27,LogisticRegression,LIME,1,17,purpose_A41,-0.16997178892289902,0.16997178892289902,0.0
27,LogisticRegression,LIME,2,23,purpose_A46,0.13831443556182776,0.13831443556182776,0.0
27,LogisticRegression,LIME,3,7,status_checking_account_A11,0.1279801818038372,0.1279801818038372,0.0
27,LogisticRegression,LIME,4,15,credit_history_A34,-0.1269602077270846,0.1269602077270846,0.0
27,LogisticRegression,LIME,5,1,credit_amount,-0.12476810835123392,0.12476810835123392,0.773892951464656
28,LogisticRegression,LIME,1,17,purpose_A41,0.16654118580493854,0.16654118580493854,1.0
28,LogisticRegression,LIME,2,23,purpose_A46,0.14507005077048996,0.14507005077048996,0.0
28,LogisticRegression,LIME,3,1,credit_amount,-0.12926219653132212,0.12926219653132212,2.996971522168961
28,LogisticRegression,LIME,4,15,credit_history_A34,0.12756092525056223,0.12756092525056223,1.0
28,LogisticRegression,LIME,5,10,status_checking_account_A14,0.12582630638968922,0.12582630638968922,1.0
29,LogisticRegression,LIME,1,17,purpose_A41,-0.1744979321204636,0.1744979321204636,0.0
29,LogisticRegression,LIME,2,23,purpose_A46,0.15347675985102585,0.15347675985102585,0.0
29,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.1370124791262662,0.1370124791262662,1.0
29,LogisticRegression,LIME,4,15,credit_history_A34,-0.12570876972828327,0.12570876972828327,0.0
29,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.1243630881032323,0.1243630881032323,0.0
30,LogisticRegression,LIME,1,17,purpose_A41,-0.17563878430806845,0.17563878430806845,0.0
30,LogisticRegression,LIME,2,23,purpose_A46,0.1441880676511352,0.1441880676511352,0.0
30,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13378413835140474,0.13378413835140474,0.0
30,LogisticRegression,LIME,4,10,status_checking_account_A14,-0.12757330072385092,0.12757330072385092,0.0
30,LogisticRegression,LIME,5,15,credit_history_A34,-0.12697567218781722,0.12697567218781722,0.0
31,LogisticRegression,LIME,1,17,purpose_A41,-0.16811831322755777,0.16811831322755777,0.0
31,LogisticRegression,LIME,2,15,credit_history_A34,-0.13177320571937257,0.13177320571937257,0.0
31,LogisticRegression,LIME,3,23,purpose_A46,-0.1302740259261944,0.1302740259261944,1.0
31,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12735998644965746,0.12735998644965746,0.0
31,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.11979489587700527,0.11979489587700527,0.0
32,LogisticRegression,LIME,1,17,purpose_A41,-0.16192872537710862,0.16192872537710862,0.0
32,LogisticRegression,LIME,2,23,purpose_A46,0.14603874400569036,0.14603874400569036,0.0
32,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13315999543132617,0.13315999543132617,0.0
32,LogisticRegression,LIME,4,15,credit_history_A34,-0.12684734368470993,0.12684734368470993,0.0
32,LogisticRegression,LIME,5,42,other_debtors_guarantors_A103,-0.12433078460777856,0.12433078460777856,0.0
33,LogisticRegression,LIME,1,17,purpose_A41,-0.1648973719926195,0.1648973719926195,0.0
33,LogisticRegression,LIME,2,23,purpose_A46,0.13627706615832746,0.13627706615832746,0.0
33,LogisticRegression,LIME,3,15,credit_history_A34,-0.12759809828164065,0.12759809828164065,0.0
33,LogisticRegression,LIME,4,10,status_checking_account_A14,0.12419157228811169,0.12419157228811169,1.0
33,LogisticRegression,LIME,5,7,status_checking_account_A11,0.12230086679751921,0.12230086679751921,0.0
34,LogisticRegression,LIME,1,17,purpose_A41,-0.16575118451573426,0.16575118451573426,0.0
34,LogisticRegression,LIME,2,7,status_checking_account_A11,0.12980711572030154,0.12980711572030154,0.0
34,LogisticRegression,LIME,3,1,credit_amount,-0.12931021820634628,0.12931021820634628,1.0205834225896788
34,LogisticRegression,LIME,4,23,purpose_A46,0.12842920328718865,0.12842920328718865,0.0
34,LogisticRegression,LIME,5,15,credit_history_A34,0.1235088651892632,0.1235088651892632,1.0
35,LogisticRegression,LIME,1,17,purpose_A41,-0.17405524163314318,0.17405524163314318,0.0
35,LogisticRegression,LIME,2,23,purpose_A46,0.145987472980546,0.145987472980546,0.0
35,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.12965491942542728,0.12965491942542728,1.0
35,LogisticRegression,LIME,4,10,status_checking_account_A14,-0.12822247837052567,0.12822247837052567,0.0
35,LogisticRegression,LIME,5,15,credit_history_A34,0.12741175048953482,0.12741175048953482,1.0
36,LogisticRegression,LIME,1,17,purpose_A41,0.1728529649982487,0.1728529649982487,1.0
36,LogisticRegression,LIME,2,23,purpose_A46,0.1423755710269592,0.1423755710269592,0.0
36,LogisticRegression,LIME,3,15,credit_history_A34,0.12964506039603255,0.12964506039603255,1.0
36,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12643095185643421,0.12643095185643421,0.0
36,LogisticRegression,LIME,5,10,status_checking_account_A14,0.12425385411395733,0.12425385411395733,1.0
37,LogisticRegression,LIME,1,17,purpose_A41,-0.16932707286084697,0.16932707286084697,0.0
37,LogisticRegression,LIME,2,7,status_checking_account_A11,-0.13828563951036743,0.13828563951036743,1.0
37,LogisticRegression,LIME,3,23,purpose_A46,0.13663638057934643,0.13663638057934643,0.0
37,LogisticRegression,LIME,4,15,credit_history_A34,-0.1281601928262795,0.1281601928262795,0.0
37,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.11975942153820635,0.11975942153820635,0.0
38,LogisticRegression,LIME,1,17,purpose_A41,-0.1738482744371927,0.1738482744371927,0.0
38,LogisticRegression,LIME,2,23,purpose_A46,0.13679932828073682,0.13679932828073682,0.0
38,LogisticRegression,LIME,3,7,status_checking_account_A11,0.12783880599589492,0.12783880599589492,0.0
38,LogisticRegression,LIME,4,15,credit_history_A34,0.12346518591311163,0.12346518591311163,1.0
38,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12225852622737333,0.12225852622737333,0.0
39,LogisticRegression,LIME,1,17,purpose_A41,-0.1681698591451707,0.1681698591451707,0.0
39,LogisticRegression,LIME,2,23,purpose_A46,0.15096661180453957,0.15096661180453957,0.0
39,LogisticRegression,LIME,3,1,credit_amount,-0.13359202145390467,0.13359202145390467,1.0775119928492993
39,LogisticRegression,LIME,4,7,status_checking_account_A11,-0.13032884006587742,0.13032884006587742,1.0
39,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12751641419448603,0.12751641419448603,0.0
40,LogisticRegression,LIME,1,17,purpose_A41,-0.1696978255618776,0.1696978255618776,0.0
40,LogisticRegression,LIME,2,23,purpose_A46,0.1407375030523588,0.1407375030523588,0.0
40,LogisticRegression,LIME,3,15,credit_history_A34,-0.12887991236877758,0.12887991236877758,0.0
40,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12757006473971585,0.12757006473971585,0.0
40,LogisticRegression,LIME,5,10,status_checking_account_A14,0.12367423089310493,0.12367423089310493,1.0
41,LogisticRegression,LIME,1,17,purpose_A41,-0.16662548058968366,0.16662548058968366,0.0
41,LogisticRegression,LIME,2,23,purpose_A46,0.13417046025678833,0.13417046025678833,0.0
41,LogisticRegression,LIME,3,10,status_checking_account_A14,0.12570413536541533,0.12570413536541533,1.0
41,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12549065402512746,0.12549065402512746,0.0
41,LogisticRegression,LIME,5,15,credit_history_A34,-0.12257754796564421,0.12257754796564421,0.0
42,LogisticRegression,LIME,1,17,purpose_A41,-0.16840056298398628,0.16840056298398628,0.0
42,LogisticRegression,LIME,2,15,credit_history_A34,0.1304009782235668,0.1304009782235668,1.0
42,LogisticRegression,LIME,3,23,purpose_A46,0.1292281677623402,0.1292281677623402,0.0
42,LogisticRegression,LIME,4,7,status_checking_account_A11,-0.12410573860810134,0.12410573860810134,1.0
42,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.1234222207544671,0.1234222207544671,0.0
43,LogisticRegression,LIME,1,17,purpose_A41,-0.16594158220009333,0.16594158220009333,0.0
43,LogisticRegression,LIME,2,23,purpose_A46,0.13414127323935757,0.13414127323935757,0.0
43,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.13200440465001903,0.13200440465001903,1.0
43,LogisticRegression,LIME,4,15,credit_history_A34,-0.1275359923728765,0.1275359923728765,0.0
43,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12426218795291734,0.12426218795291734,0.0
44,LogisticRegression,LIME,1,17,purpose_A41,-0.17520319488387218,0.17520319488387218,0.0
44,LogisticRegression,LIME,2,23,purpose_A46,0.13458524707633426,0.13458524707633426,0.0
44,LogisticRegression,LIME,3,7,status_checking_account_A11,0.12861720503927143,0.12861720503927143,0.0
44,LogisticRegression,LIME,4,15,credit_history_A34,-0.12656993563763247,0.12656993563763247,0.0
44,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12532847868587865,0.12532847868587865,0.0
45,LogisticRegression,LIME,1,17,purpose_A41,0.1635864078106209,0.1635864078106209,1.0
45,LogisticRegression,LIME,2,23,purpose_A46,0.13816775149800312,0.13816775149800312,0.0
45,LogisticRegression,LIME,3,1,credit_amount,-0.1288002060201258,0.1288002060201258,0.6836665382229932
45,LogisticRegression,LIME,4,7,status_checking_account_A11,0.12675344466696042,0.12675344466696042,0.0
45,LogisticRegression,LIME,5,15,credit_history_A34,-0.12658108797612636,0.12658108797612636,0.0
46,LogisticRegression,LIME,1,17,purpose_A41,-0.16726880705050926,0.16726880705050926,0.0
46,LogisticRegression,LIME,2,23,purpose_A46,0.14956127630027463,0.14956127630027463,0.0
46,LogisticRegression,LIME,3,7,status_checking_account_A11,0.1355009321248586,0.1355009321248586,0.0
46,LogisticRegression,LIME,4,15,credit_history_A34,0.12713989866895523,0.12713989866895523,1.0
46,LogisticRegression,LIME,5,42,other_debtors_guarantors_A103,-0.12422773131461307,0.12422773131461307,0.0
47,LogisticRegression,LIME,1,17,purpose_A41,-0.17263643495717274,0.17263643495717274,0.0
47,LogisticRegression,LIME,2,23,purpose_A46,0.14141037559268507,0.14141037559268507,0.0
47,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.1313643077284936,0.1313643077284936,1.0
47,LogisticRegression,LIME,4,15,credit_history_A34,-0.1242780000120374,0.1242780000120374,0.0
47,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.11992587600785125,0.11992587600785125,0.0
48,LogisticRegression,LIME,1,17,purpose_A41,-0.16878188977464742,0.16878188977464742,0.0
48,LogisticRegression,LIME,2,23,purpose_A46,0.14496095021104785,0.14496095021104785,0.0
48,LogisticRegression,LIME,3,7,status_checking_account_A11,-0.13013962506898258,0.13013962506898258,1.0
48,LogisticRegression,LIME,4,15,credit_history_A34,-0.12621945959690328,0.12621945959690328,0.0
48,LogisticRegression,LIME,5,10,status_checking_account_A14,-0.12297677550650729,0.12297677550650729,0.0
49,LogisticRegression,LIME,1,17,purpose_A41,-0.1641450467998232,0.1641450467998232,0.0
49,LogisticRegression,LIME,2,23,purpose_A46,0.14452443497595677,0.14452443497595677,0.0
49,LogisticRegression,LIME,3,7,status_checking_account_A11,0.13142917568446,0.13142917568446,0.0
49,LogisticRegression,LIME,4,1,credit_amount,-0.12673147605288365,0.12673147605288365,1.1247734474044562
49,LogisticRegression,LIME,5,15,credit_history_A34,0.12502684824662222,0.12502684824662222,1.0
0,RandomForest,LIME,1,10,status_checking_account_A14,-0.1060434897868,0.1060434897868,0.0
0,RandomForest,LIME,2,7,status_checking_account_A11,-0.08428846880946765,0.08428846880946765,1.0
0,RandomForest,LIME,3,15,credit_history_A34,-0.054194893133524956,0.054194893133524956,0.0
0,RandomForest,LIME,4,17,purpose_A41,-0.05119056270109716,0.05119056270109716,0.0
0,RandomForest,LIME,5,23,purpose_A46,0.0486850349414145,0.0486850349414145,0.0
1,RandomForest,LIME,1,10,status_checking_account_A14,-0.10828251162430293,0.10828251162430293,0.0
1,RandomForest,LIME,2,7,status_checking_account_A11,-0.08900441036436021,0.08900441036436021,1.0
1,RandomForest,LIME,3,1,credit_amount,-0.057627699519092204,0.057627699519092204,0.7456076869960395
1,RandomForest,LIME,4,15,credit_history_A34,0.05687675354699475,0.05687675354699475,1.0
1,RandomForest,LIME,5,17,purpose_A41,-0.05172312096889959,0.05172312096889959,0.0
2,RandomForest,LIME,1,10,status_checking_account_A14,-0.10909221183072425,0.10909221183072425,0.0
2,RandomForest,LIME,2,7,status_checking_account_A11,0.0849078052473774,0.0849078052473774,0.0
2,RandomForest,LIME,3,1,credit_amount,-0.06046390628648788,0.06046390628648788,0.6919014886379068
2,RandomForest,LIME,4,15,credit_history_A34,-0.05643520970633621,0.05643520970633621,0.0
2,RandomForest,LIME,5,17,purpose_A41,-0.05200478090346112,0.05200478090346112,0.0
3,RandomForest,LIME,1,10,status_checking_account_A14,-0.1040414310997008,0.1040414310997008,0.0
3,RandomForest,LIME,2,7,status_checking_account_A11,0.08170119255020812,0.08170119255020812,0.0
3,RandomForest,LIME,3,0,duration_months,0.05760782636211721,0.05760782636211721,-1.2236029017689123
3,RandomForest,LIME,4,15,credit_history_A34,-0.052651465766367374,0.052651465766367374,0.0
3,RandomForest,LIME,5,17,purpose_A41,-0.04950504434106544,0.04950504434106544,0.0
4,RandomForest,LIME,1,10,status_checking_account_A14,0.10729086686435653,0.10729086686435653,1.0
4,RandomForest,LIME,2,7,status_checking_account_A11,0.08333933284179562,0.08333933284179562,0.0
4,RandomForest,LIME,3,0,duration_months,-0.07732035797506097,0.07732035797506097,1.2266521080032957
4,RandomForest,LIME,4,15,credit_history_A34,-0.054409469700884186,0.054409469700884186,0.0
4,RandomForest,LIME,5,17,purpose_A41,-0.049872123268096105,0.049872123268096105,0.0
5,RandomForest,LIME,1,10,status_checking_account_A14,-0.10907673642032906,0.10907673642032906,0.0
5,RandomForest,LIME,2,7,status_checking_account_A11,0.08558634850563973,0.08558634850563973,0.0
5,RandomForest,LIME,3,0,duration_months,0.0581869115593136,0.0581869115593136,-1.2236029017689123
5,RandomForest,LIME,4,15,credit_history_A34,-0.05543334755633632,0.05543334755633632,0.0
5,RandomForest,LIME,5,11,credit_history_A30,0.04848977460509853,0.04848977460509853,0.0
6,RandomForest,LIME,1,10,status_checking_account_A14,-0.10756626375837117,0.10756626375837117,0.0
6,RandomForest,LIME,2,7,status_checking_account_A11,0.08519539629327406,0.08519539629327406,0.0
6,RandomForest,LIME,3,15,credit_history_A34,0.05768678198562893,0.05768678198562893,1.0
6,RandomForest,LIME,4,11,credit_history_A30,0.055380375229387976,0.055380375229387976,0.0
6,RandomForest,LIME,5,23,purpose_A46,0.0527947760150278,0.0527947760150278,0.0
